"Grus japonensis",22692167
"Gryllus campestris",68382961
"Gyps bengalensis",22695194
"Gyps fulvus",22695219
"Haematopus ostralegus",22733462
"Halcyon malimbica",22683269
"Haliaeetus albicilla",22695137
"Halichoerus grypus",9660
"Halomitra pileus",133166
"Haplochromis macrognathus",18319
"Haplochromis nyererei",60668
"Hedera helix",202964
"Heliopora coerulea",133193
"Helix pomatia",156519
"Helogale parvula",41609
"Hemicentetes semispinosus",40593
"Hemiechinus auritus",40607
"Hemiprocne comata",22686900
"Hemitragus jemlahicus",9919
"Heterocephalus glaber",9987
"Heterodontus francisci",39333
"Hippolais icterina",22714916
"Hippopotamus amphibius",10103
"Hippopus hippopus",10105
"Hirundo rustica",22712252
"Homarus americanus",170009
"Homo sapiens",136584
"Hyaena hyaena",10274
"Hydrochoerus hydrochaeris",10300
"Hylobates lar",10548
"Hylobates moloch",10550
"Hylobates muelleri",39888
"Hylopetes sagitta",112296031
"Hyperoodon ampullatus",10707
"Hypsiboas rosenbergi",55632
"Hystrix cristata",10746
"Icterus icterus",22735310
"Iguana iguana",174481
"Ischnura elegans",165479
"Jabiru mycteria",22697710
"Jacana jacana",22693553
"Jacaranda mimosifolia",32027
"Jaculus orientalis",10913
"Juglans nigra",62019712
"Juglans regia",63495
"Juniperus communis",42229
"Junonia hierta",159898
"Kalanchoe daigremontiana",88507997
"Kigelia africana",61986013
"Kobus ellipsiprymnus",11035
"Lacerta agilis",157288
"Lacerta viridis",61530
"Lagenorhynchus acutus",11141
"Lagenorhynchus albirostris",11142
"Lagostomus maximus",11170
"Lagothrix lagothricha",11175
"Lampris guttatus",195038
"Lamprotornis chalcurus",22710682
"Lamprotornis superbus",22710767
"Larix decidua",42309
"Larosterna inca",22694834
"Larus argentatus",62030608
"Larus canus",22694308
"Larus fuscus",22694373
"Larus marinus",22694324
"Latimeria chalumnae",11375
"Leiothrix lutea",22716522
"Lemniscomys barbarus",11487
"Lemur catta",11496
"Leontopithecus rosalia",11506
"Leopardus tigrinus",54012637
"Leptonycteris nivalis",11697
"Lepus europaeus",41280
"Lilium martagon",201585
"Limax maximus",170900
"Limulus polyphemus",11987
"Lissotriton vulgaris",59481
"Lithobates catesbeianus",58565
"Lodoicea maldivica",38602
"Loligo vulgaris",190946
"Lophophorus impejanus",22679182
"Lorius garrulus",22684581
"Lota lota",135675
"Loxia curvirostra",22720646
"Loxia pytyopsittacus",22720638
"Loxodonta africana",12392
"Lucanus cervus",157554
"Lucanus cervus",157554
"Lullula arborea",22717411
"Luscinia megarhynchos",22709696
"Lutjanus argentimaculatus",61250
"Lutra lutra",12419
"Lycaon pictus",12436
"Lynx lynx",12519
"Lyrurus tetrix",22679480
"Macaca fascicularis",12551
"Macaca fuscata",12552
"Macaca sylvanus",12561
"Macropodus opercularis",166051
"Macropus rufogriseus",40566
"Macropus rufus",40567
"Macroscelides proboscideus",45369602
"Madoqua kirkii",12670
"Magicicada septendecim",12691
"Mandrillus leucophaeus",12753
"Mandrillus sphinx",12754
"Manis javanica",12763
"Mantis religiosa",44793247
"Marmota marmota",12835
"Martes foina",29672
"Mauremys reevesii",170502
"Mecistops cataphractus",5660
"Megaceryle torquata",22683634
"Meles meles",29673
"Menura novaehollandiae",22703605
"Mephitis mephitis",41635
"Mergus merganser",22680492
"Merlangius merlangus",198585
"Merops albicollis",22683714
"Merops apiaster",22683756
"Merops nubicus",22683768
"Metasequoia glyptostroboides",32317
"Micromys minutus",13373
"Microtus oeconomus",13451
"Millepora complanata",133042
"Millepora tenera",132975
"Millettia mannii",144301972
"Mimusops elengi",61964765
"Mola mola",190422
"Momotus momota",61634607
"Morus bassanus",22696657
"Motacilla alba",22718348
"Muntiacus muntjak",42190
"Muntiacus reevesi",42191
"Muraena helena",194974
"Mus musculus",13972
"Muscicapa striata",22709192
"Mustela erminea",29674
"Mustela lutreola",14018
"Mustela putorius",41658
"Mycteria ibis",22697654
"Myodes glareolus",4973
"Myodes rufocanus",4974
"Myodes rutilus",4975
"Myopus schisticolor",14104
"Myripristis murdjan",67871036
"Myrmecophaga tridactyla",14224
"Nasalis larvatus",14352
"Nasua narica",41683
"Nelusetta ayraud",79802460
"Neofelis nebulosa",14519
"Neopsephotus bourkii",22685191
"Nestor notabilis",22684831
"Nothoprocta ornata",22678254
"Numenius arquata",22693190
"Numida meleagris",22679555
"Nyctereutes procyonoides",14925
"Nycticebus coucang",39759
"Nycticorax nycticorax",22697211
"Ochotona pusilla",15052
"Odobenus rosmarus",15106
"Okapia johnstoni",15188
"Ondatra zibethicus",15324
"Oophaga lehmanni",55190
"Orchis militaris",176027
"Orcinus orca",15421
"Oriolus oriolus",103692938
"Ornithorhynchus anatinus",40488
"Orthetrum cancellatum",165521
"Orthotomus sepium",22715003
"Orycteropus afer",41504
"Oryctolagus cuniculus",41291
"Otocyon megalotis",15642
"Otolemur crassicaudatus",15643
"Otus scops",22688643
"Ovibos moschatus",29684
"Ovis aries",136720
"Pagophilus groenlandicus",41671
"Pan paniscus",15932
"Pan troglodytes",15933
"Pandion haliaetus",22694938
"Panthera leo",15951
"Panthera onca",15953
"Panthera pardus",15954
"Panthera tigris",15955
"Panthera uncia",22732
"Panulirus echinatus",169964
"Papaver rhoeas",203378
"Paphiopedilum rothschildianum",43322055
"Papio cynocephalus",92250442
"Papio hamadryas",16019
"Parabuteo unicinctus",22695838
"Paradisaea apoda",22706249
"Paradisaea minor",22706245
"Paradisaea rubra",22706241
"Pararge aegeria",174214
"Pararge aegeria",174214
"Parotia sefilata",22706171
"Parupeneus cyclostomus",69182011
"Parus major",22735990
"Passer domesticus",103818789
"Pavo cristatus",22679435
"Pedetes capensis",16467
"Pelecanus onocrotalus",22697590
"Pelecanus rufescens",22697595
"Perca fluviatilis",16580
"Perdix perdix",22678911
"Periophthalmus argentilineatus",196348
"Petaurus breviceps",16731
"Petinomys hageni",16736
"Petromyzon marinus",16781
"Phaethon lepturus",22696645
"Phalacrocorax carbo",22696792
"Pharomachrus mocinno",22682727
"Phascolarctos cinereus",16892
"Phasianus colchicus",45100023
"Philantomba monticola",4143
"Phoca vitulina",17013
"Phocoena phocoena",17027
"Phoeniconaias minor",22697369
"Phoenicopterus chilensis",22697365
"Phoenicopterus roseus",22697360
"Phoenicopterus ruber",22729706
"Phoenicurus phoenicurus",22710055
"Phrynosoma platyrhinos",89974770
"Phyllomedusa bicolor",55841
"Physeter macrocephalus",41755
"Pica pica",103727048
"Picea sitchensis",42337
"Picus viridis",22725022
"Pinus nigra",42386
"Pinus pinea",42391
"Pinus sylvestris",42418
"Pisum sativum",172155
"Pitta sordida",103656903
"Platalea leucorodia",22697555
"Platycypha caligata",60005
"Plecotus auritus",17596
"Pleuronectes platessa",135690
"Ploceus philippinus",22719005
"Podargus strigoides",22689580
"Podiceps cristatus",22696602
"Podiceps nigricollis",22696610
"Poecilia formosa",191747
"Poecilotheria regalis",63566
"Polyplectron bicalcaratum",22736199
"Polyplectron napoleonis",22679398
"Polytelis swainsonii",22685072
"Pomacanthus imperator",165862
"Pongo abelii",121097935
"Pongo pygmaeus",17975
"Porites nigrescens",133038
"Potamochoerus porcus",41771
"Potorous tridactylus",41511
"Primula veris",203399
"Priodontes maximus",18144
"Procavia capensis",41766
"Procyon lotor",41686
"Proserpinus proserpina",18366
"Proteles cristata",18372
"Prunella modularis",22718651
"Psarisomus dalhousiae",22698747
"Pseudotriton montanus",59403
"Psittacula krameri",22685441
"Pteroglossus aracari",22682017
"Pterois volitans",190468
"Ptilonorhynchus violaceus",22703679
"Puma concolor",18868
"Pygoplites diacanthus",165885
"Pygoscelis papua",22697755
"Python regius",177562
"Quercus petraea",62539
"Quercus robur",63532
"Raja clavata",39399
"Ramphastos ambiguus",22727999
"Ramphastos dicolorus",22682129
"Ramphastos toco",22682164
"Ramphastos tucanus",22682153
"Rana temporaria",58734
"Rangifer tarandus",29742
"Ranitomeya ventrimaculata",55208
"Raphus cucullatus",22690059
"Rattus norvegicus",19353
"Rattus rattus",19360
"Ratufa bicolor",19377
"Recurvirostra avosetta",22693712
"Remiz pendulinus",22736148
"Rhacophorus nigropalmatus",59008
"Rhea americana",22678073
"Rhinella marina",41065
"Rhus typhina",61984086
"Rhyticeros plicatus",22682544
"Rissa tridactyla",22694497
"Rollulus rouloul",22679106
"Rosa canina",203447
"Rostroraja alba",61408
"Rupicola rupicola",22700971
"Rusa unicolor",41790
"Rynchops niger",22694256
"Saiga tatarica",19832
"Saimiri sciureus",41537
"Salmo salar",19855
"Salmo trutta",19861
"Sander lucioperca",20860
"Sarcophilus harrisii",40540
"Sargocentron spiniferum",67903042
"Scarus ghobban",190705
"Sciadopitys verticillata",34111
"Sciurus carolinensis",42462
"Sciurus vulgaris",20025
"Scophthalmus rhombus",198732
"Scophthalmus rhombus",198732
"Scrophularia nodosa",203475
"Scyliorhinus canicula",161399
"Sebastes norvegicus",18237880
"Secale cereale",172279
"Senna alexandrina",19375516
"Sepia officinalis",162664
"Sequoiadendron giganteum",34023
"Silurus glanis",40713
"Sitta frontalis",22711216
"Smaug giganteus",5336
"Somateria mollissima",22680405
"Somateria spectabilis",22680409
"Spheniscus demersus",22697810
"Sphenodon punctatus",131735762
"Spilocuscus maculatus",20636
"Spilornis cheela",22695293
"Squalus megalops",41859
"Streptopelia turtur",22690419
"Strix aluco",22725469
"Strix nebulosa",22689118
"Struthio camelus",45020636
"Sturnus vulgaris",22710886
"Suricata suricatta",41624
"Surnia ulula",22689189
"Sus scrofa",41775
"Swietenia macrophylla",32293
"Sylvia atricapilla",22716901
"Syrmaticus reevesii",22679346
"Syrrhaptes paradoxus",22692980
"Tachybaptus ruficollis",22696545
"Tachyglossus aculeatus",41312
"Talpa europaea",41481
"Tamarindus indica",62020997
"Tamias sibiricus",21360
"Tamiasciurus hudsonicus",42587
"Tangara chilensis",22722820
"Taraxacum officinale",202994
"Tauraco hartlaubi",22688365
"Tauraco persa",22688312
"Taxodium distichum",42261
"Tenrec ecaudatus",40595
"Terrapene carolina",21641
"Testudo graeca",21646
"Tetrao urogallus",22679487
"Threskiornis aethiopicus",22697510
"Thuja occidentalis",42262
"Thunnus alalunga",21856
"Tigrisoma lineatum",22697269
"Tockus erythrorhynchus",22725930
"Trachinus draco",198719
"Trachypithecus obscurus",22039
"Tragelaphus strepsiceros",22054
"Tragopan blythii",22679163
"Tragulus javanicus",41780
"Treron bicinctus",22691142
"Trichechus manatus",22103
"Trichius fasciatus",157860
"Tridacna gigas",22137
"Tringa totanus",22693211
"Trioceros jacksonii",172531
"Trogon viridis",22736238
"Tubipora musica",133065
"Turdus merula",103888106
"Turdus philomelos",22708822
"Turnix suscitator",22680549
"Tursiops truncatus",22563
"Tyto alba",22688504
"Upupa epops",22682655
"Uria aalge",22694841
"Urocolius macrourus",22683792
"Uromenus rugosicollis",68486168
"Uroplatus fimbriatus",172939
"Ursus arctos",41688
"Ursus maritimus",22823
"Ursus thibetanus",22824
"Vanellus vanellus",22693949
"Vanessa atalanta",174225
"Vanessa atalanta",174225
"Vanilla planifolia",103090930
"Varanus komodoensis",22884
"Vimba vimba",22979
"Viola tricolor",203496
"Vipera berus",157248
"Viverra tangalunga",41708
"Vombatus ursinus",40556
"Vulpes vulpes",23062
"Vulpes zerda",41588
"Xiphias gladius",23148
"Zalophus californianus",41666
"Zebrasoma xanthurum",178009
"Zeus faber",198769
"Zootoca vivipara",61741
"Acer palmatum",193845
"Aptenodytes forsteri",22697752
"Betula nana",194495
"Circaetus gallicus",22734216
"Elephas maximus",7140
"Gulo gulo",9561
"Mesocricetus auratus",13219
"Microtus agrestis",13426
"Microtus arvalis",13488
"Natrix natrix",14368
"Neomys fodiens",29658
"Pipa pipa",58163
"Pipistrellus pipistrellus",17317
"Sambucus nigra",61684
"Sorex araneus",29661
"Sorex minutus",29667
"Thamnophis sirtalis",62240
"Zea mays",77726273
"Fregata minor",22697733
"Tympanuchus cupido",22679514
"Thunnus thynnus",21860
"Acropora cervicornis",133381
"Alopochen aegyptiaca",22679993
"Cornu aspersum",156890
"Crocidura russula",29652
"Molossus rufus",13644
"Negaprion brevirostris",39380
"Ophiophagus hannah",177540
"Centrocercus urophasianus",22679503
"Odocoileus virginianus",42394
"Spermophilus citellus",20472
"Diodon holocanthus",193817
"Icterus gularis",22724108
"Moloch horridus",83492011
"Alouatta seniculus",70547436
"Cnemidophorus lemniscatus",203182
"Phaseolus coccineus",174719
"Terminalia catappa",61989853
"Anhinga anhinga",22696702
"Crotalus adamanteus",64308
"Stenella coeruleoalba",20731
"Tangara fastuosa",22722823
"Connochaetes taurinus",5229
"Cricetus cricetus",5529
"Callistoctopus macropus",163354
"Ardenna gravis",22698201
"Cacatua galerita",22684781
"Chlamydotis macqueenii",22733562
"Emberiza rutila",22720969
"Falco naumanni",22696357
"Geokichla sibirica",22708382
"Homarus gammarus",169955
"Locustella lanceolata",22714654
"Melanitta americana",22732425
"Numenius tenuirostris",22693185
"Podiceps grisegena",22696599
