Amblysomus hottentotus,http://145.136.242.65:8090/iucn_maps/Amblysomus_hottentotus_2019-10-08_08-59-39_print--trimmed--(2020-07-09--13:57:05).jpg,Verspreiding van Amblysomus hottentotus,Occurrence of Amblysomus hottentotus,IUCN (International Union for Conservation of Nature) 2008. Amblysomus hottentotus. The IUCN Red List of Threatened Species. Version 2020-1
Ameiva ameiva,http://145.136.242.65:8090/iucn_maps/Ameiva_ameiva_2019-10-08_08-59-43_print--trimmed--(2020-07-09--13:57:05).jpg,Verspreiding van Ameiva ameiva,Occurrence of Ameiva ameiva,"Center for Biodiversity, Temple University and IUCN (International Union for Conservation of Nature) 2018. Ameiva ameiva. The IUCN Red List of Threatened Species. Version 2020-1"
Amphisbaena fuliginosa,http://145.136.242.65:8090/iucn_maps/Amphisbaena_fuliginosa_2019-10-08_08-59-48_print--trimmed--(2020-07-09--13:57:05).jpg,Verspreiding van Amphisbaena fuliginosa,Occurrence of Amphisbaena fuliginosa,"Center for Biodiversity, Temple University 2015. Amphisbaena fuliginosa. The IUCN Red List of Threatened Species. Version 2020-1"
Anas platyrhynchos,http://145.136.242.65:8090/iucn_maps/Anas_platyrhynchos_2019-10-08_09-00-03_print--trimmed--(2020-07-09--13:57:05).jpg,Verspreiding van Anas platyrhynchos,Occurrence of Anas platyrhynchos,BirdLife International and Handbook of the Birds of the World (2019) 2019. Anas platyrhynchos. The IUCN Red List of Threatened Species. Version 2020-1
Anax imperator,http://145.136.242.65:8090/iucn_maps/Anax_imperator_2019-10-08_09-00-12_print--trimmed--(2020-07-09--13:57:05).jpg,Verspreiding van Anax imperator,Occurrence of Anax imperator,IUCN (International Union for Conservation of Nature) 2016. Anax imperator. The IUCN Red List of Threatened Species. Version 2020-1
Andrias davidianus,http://145.136.242.65:8090/iucn_maps/Andrias_davidianus_2019-10-08_09-00-16_print--trimmed--(2020-07-09--13:57:05).jpg,Verspreiding van Andrias davidianus,Occurrence of Andrias davidianus,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe. 2008. Andrias davidianus. The IUCN Red List of Threatened Species. Version 2020-1"
Anguilla anguilla,http://145.136.242.65:8090/iucn_maps/Anguilla_anguilla_2019-10-08_09-00-21_print--trimmed--(2020-07-09--13:57:05).jpg,Verspreiding van Anguilla anguilla,Occurrence of Anguilla anguilla,"Kottelat, M. & Freyhof, J. (2008) 2011. Anguilla anguilla. The IUCN Red List of Threatened Species. Version 2020-1"
Anguis fragilis,http://145.136.242.65:8090/iucn_maps/Anguis_fragilis_2019-10-16_15-06-07_print--trimmed--(2020-07-09--13:57:05).jpg,Verspreiding van Anguis fragilis,Occurrence of Anguis fragilis,IUCN (International Union for Conservation of Nature) 2008. Anguis cephallonica. The IUCN Red List of Threatened Species. Version 2020-1
Anhinga rufa,http://145.136.242.65:8090/iucn_maps/Anhinga_rufa_2019-10-08_09-00-36_print--trimmed--(2020-07-09--13:57:05).jpg,Verspreiding van Anhinga rufa,Occurrence of Anhinga rufa,BirdLife International and Handbook of the Birds of the World (2016) 2015. Anhinga rufa. The IUCN Red List of Threatened Species. Version 2020-1
Anodorhynchus hyacinthinus,http://145.136.242.65:8090/iucn_maps/Anodorhynchus_hyacinthinus_2019-10-08_09-00-43_print--trimmed--(2020-07-09--13:57:05).jpg,Verspreiding van Anodorhynchus hyacinthinus,Occurrence of Anodorhynchus hyacinthinus,BirdLife International and Handbook of the Birds of the World (2016) 1999. Anodorhynchus hyacinthinus. The IUCN Red List of Threatened Species. Version 2020-1
Anoura geoffroyi,http://145.136.242.65:8090/iucn_maps/Anoura_geoffroyi_2019-10-08_09-00-48_print--trimmed--(2020-07-09--13:57:05).jpg,Verspreiding van Anoura geoffroyi,Occurrence of Anoura geoffroyi,IUCN (International Union for Conservation of Nature) 2016. Anoura geoffroyi. The IUCN Red List of Threatened Species. Version 2020-1
Anthropoides virgo,http://145.136.242.65:8090/iucn_maps/Anthropoides_virgo_2019-10-08_09-00-56_print--trimmed--(2020-07-09--13:57:05).jpg,Verspreiding van Anthropoides virgo,Occurrence of Anthropoides virgo,BirdLife International and Handbook of the Birds of the World (2018) 2018. Anthropoides virgo. The IUCN Red List of Threatened Species. Version 2020-1
Antidorcas marsupialis,http://145.136.242.65:8090/iucn_maps/Antidorcas_marsupialis_2019-10-08_09-01-05_print--trimmed--(2020-07-09--13:57:05).jpg,Verspreiding van Antidorcas marsupialis,Occurrence of Antidorcas marsupialis,IUCN (International Union for Conservation of Nature) 2008. Antidorcas marsupialis. The IUCN Red List of Threatened Species. Version 2020-1
Antilope cervicapra,http://145.136.242.65:8090/iucn_maps/Antilope_cervicapra_2019-10-08_09-01-09_print--trimmed--(2020-07-09--13:57:05).jpg,Verspreiding van Antilope cervicapra,Occurrence of Antilope cervicapra,IUCN (International Union for Conservation of Nature) 2017. Antilope cervicapra. The IUCN Red List of Threatened Species. Version 2020-1
Aonyx cinereus,http://145.136.242.65:8090/iucn_maps/Aonyx_cinereus_2019-10-08_09-01-14_print--trimmed--(2020-07-09--13:57:05).jpg,Verspreiding van Aonyx cinereus,Occurrence of Aonyx cinereus,IUCN (International Union for Conservation of Nature) 2015. Aonyx cinereus. The IUCN Red List of Threatened Species. Version 2020-1
Apodemus sylvaticus,http://145.136.242.65:8090/iucn_maps/Apodemus_sylvaticus_2019-10-08_09-01-33_print--trimmed--(2020-07-09--13:57:05).jpg,Verspreiding van Apodemus sylvaticus,Occurrence of Apodemus sylvaticus,IUCN (International Union for Conservation of Nature) 2014. Apodemus sylvaticus. The IUCN Red List of Threatened Species. Version 2020-1
Aptenodytes forsteri,http://145.136.242.65:8090/iucn_maps/Aptenodytes_forsteri_2019-10-16_14-59-35_print--trimmed--(2020-07-09--13:57:05).jpg,Verspreiding van Aptenodytes forsteri,Occurrence of Aptenodytes forsteri,BirdLife International and Handbook of the Birds of the World (2016) 2007. Aptenodytes forsteri. The IUCN Red List of Threatened Species. Version 2020-1
Apteryx australis,http://145.136.242.65:8090/iucn_maps/Apteryx_australis_2019-10-08_09-01-42_print--trimmed--(2020-07-09--13:57:05).jpg,Verspreiding van Apteryx australis,Occurrence of Apteryx australis,BirdLife International and Handbook of the Birds of the World (2019) 2019. Apteryx australis. The IUCN Red List of Threatened Species. Version 2020-1
Apteryx mantelli,http://145.136.242.65:8090/iucn_maps/Apteryx_mantelli_2019-10-08_09-01-47_print--trimmed--(2020-07-09--13:57:05).jpg,Verspreiding van Apteryx mantelli,Occurrence of Apteryx mantelli,BirdLife International and Handbook of the Birds of the World (2016) 2013. Apteryx mantelli. The IUCN Red List of Threatened Species. Version 2020-1
Aquila audax,http://145.136.242.65:8090/iucn_maps/Aquila_audax_2019-10-08_09-01-51_print--trimmed--(2020-07-09--13:57:05).jpg,Verspreiding van Aquila audax,Occurrence of Aquila audax,BirdLife International and Handbook of the Birds of the World (2016) 2006. Aquila audax. The IUCN Red List of Threatened Species. Version 2020-1
Aquila nipalensis,http://145.136.242.65:8090/iucn_maps/Aquila_nipalensis_2019-10-08_09-01-58_print--trimmed--(2020-07-09--13:57:05).jpg,Verspreiding van Aquila nipalensis,Occurrence of Aquila nipalensis,BirdLife International and Handbook of the Birds of the World (2019) 2019. Aquila nipalensis. The IUCN Red List of Threatened Species. Version 2020-1
Ara ararauna,http://145.136.242.65:8090/iucn_maps/Ara_ararauna_2019-10-08_09-02-04_print--trimmed--(2020-07-09--13:57:05).jpg,Verspreiding van Ara ararauna,Occurrence of Ara ararauna,BirdLife International and Handbook of the Birds of the World (2018) 2017. Ara ararauna. The IUCN Red List of Threatened Species. Version 2020-1
Ara chloropterus,http://145.136.242.65:8090/iucn_maps/Ara_chloropterus_2019-10-08_09-02-09_print--trimmed--(2020-07-09--13:57:05).jpg,Verspreiding van Ara chloropterus,Occurrence of Ara chloropterus,BirdLife International and Handbook of the Birds of the World (2016) 2007. Ara chloropterus. The IUCN Red List of Threatened Species. Version 2020-1
Ardea purpurea,http://145.136.242.65:8090/iucn_maps/Ardea_purpurea_2019-10-08_09-02-20_print--trimmed--(2020-07-09--13:57:05).jpg,Verspreiding van Ardea purpurea,Occurrence of Ardea purpurea,BirdLife International and Handbook of the Birds of the World (2019) 2018. Ardea purpurea. The IUCN Red List of Threatened Species. Version 2020-1
Ardeotis kori,http://145.136.242.65:8090/iucn_maps/Ardeotis_kori_2019-10-08_09-02-24_print--trimmed--(2020-07-09--13:57:05).jpg,Verspreiding van Ardeotis kori,Occurrence of Ardeotis kori,BirdLife International and Handbook of the Birds of the World (2016) 2006. Ardeotis kori. The IUCN Red List of Threatened Species. Version 2020-1
Arenaria interpres,http://145.136.242.65:8090/iucn_maps/Arenaria_interpres_2019-10-08_09-02-29_print--trimmed--(2020-07-09--13:57:05).jpg,Verspreiding van Arenaria interpres,Occurrence of Arenaria interpres,BirdLife International and Handbook of the Birds of the World (2019) 2019. Arenaria interpres. The IUCN Red List of Threatened Species. Version 2020-1
Arion rufus,http://145.136.242.65:8090/iucn_maps/Arion_rufus_2019-10-08_09-02-33_print--trimmed--(2020-07-09--13:57:05).jpg,Verspreiding van Arion rufus,Occurrence of Arion rufus,InternationalInternational Union for Conservation of Nature (IUCN)UnionInternational Union for Conservation of Nature (IUCN)forInternational Union for Conservation of Nature (IUCN)ConservationInternational Union for Conservation of Nature (IUCN)ofIntern* 2017. Arion rufus. The IUCN Red List of Threatened Species. Version 2020-1
Artibeus jamaicensis,http://145.136.242.65:8090/iucn_maps/Artibeus_jamaicensis_2019-10-08_09-02-38_print--trimmed--(2020-07-09--13:57:05).jpg,Verspreiding van Artibeus jamaicensis,Occurrence of Artibeus jamaicensis,IUCN (International Union for Conservation of Nature) 2016. Artibeus jamaicensis. The IUCN Red List of Threatened Species. Version 2020-1
Asio flammeus,http://145.136.242.65:8090/iucn_maps/Asio_flammeus_2019-10-08_09-02-42_print--trimmed--(2020-07-09--13:57:05).jpg,Verspreiding van Asio flammeus,Occurrence of Asio flammeus,BirdLife International and Handbook of the Birds of the World (2016) 2014. Asio flammeus. The IUCN Red List of Threatened Species. Version 2020-1
Astrapia nigra,http://145.136.242.65:8090/iucn_maps/Astrapia_nigra_2019-10-08_09-02-51_print--trimmed--(2020-07-09--13:57:05).jpg,Verspreiding van Astrapia nigra,Occurrence of Astrapia nigra,BirdLife International and Handbook of the Birds of the World (2016) 2009. Astrapia nigra. The IUCN Red List of Threatened Species. Version 2020-1
Ateles paniscus,http://145.136.242.65:8090/iucn_maps/Ateles_paniscus_2019-10-08_09-02-55_print--trimmed--(2020-07-09--13:57:05).jpg,Verspreiding van Ateles paniscus,Occurrence of Ateles paniscus,IUCN (International Union for Conservation of Nature) 2019. Ateles paniscus. The IUCN Red List of Threatened Species. Version 2020-1
Aulacorhynchus prasinus,http://145.136.242.65:8090/iucn_maps/Aulacorhynchus_prasinus_2019-10-08_09-03-04_print--trimmed--(2020-07-09--13:57:05).jpg,Verspreiding van Aulacorhynchus prasinus,Occurrence of Aulacorhynchus prasinus,BirdLife International and Handbook of the Birds of the World (2016) 2012. Aulacorhynchus prasinus. The IUCN Red List of Threatened Species. Version 2020-1
Babyrousa babyrussa,http://145.136.242.65:8090/iucn_maps/Babyrousa_babyrussa_2019-10-08_09-03-08_print--trimmed--(2020-07-09--13:57:05).jpg,Verspreiding van Babyrousa babyrussa,Occurrence of Babyrousa babyrussa,IUCN (International Union for Conservation of Nature) 2008. Babyrousa babyrussa. The IUCN Red List of Threatened Species. Version 2020-1
Balaenoptera borealis,http://145.136.242.65:8090/iucn_maps/Balaenoptera_borealis_2019-10-08_09-03-13_print--trimmed--(2020-07-09--13:57:05).jpg,Verspreiding van Balaenoptera borealis,Occurrence of Balaenoptera borealis,IUCN (International Union for Conservation of Nature) 2012. Balaenoptera borealis. The IUCN Red List of Threatened Species. Version 2020-1
Balearica pavonina,http://145.136.242.65:8090/iucn_maps/Balearica_pavonina_2019-10-08_09-03-22_print--trimmed--(2020-07-09--13:57:05).jpg,Verspreiding van Balearica pavonina,Occurrence of Balearica pavonina,BirdLife International and Handbook of the Birds of the World (2016) 2013. Balearica pavonina. The IUCN Red List of Threatened Species. Version 2020-1
Barnardius zonarius,http://145.136.242.65:8090/iucn_maps/Barnardius_zonarius_2019-10-08_09-03-26_print--trimmed--(2020-07-09--13:57:05).jpg,Verspreiding van Barnardius zonarius,Occurrence of Barnardius zonarius,BirdLife International and Handbook of the Birds of the World (2016) 2010. Barnardius zonarius. The IUCN Red List of Threatened Species. Version 2020-1
Bassariscus astutus,http://145.136.242.65:8090/iucn_maps/Bassariscus_astutus_2019-10-08_09-03-31_print--trimmed--(2020-07-09--13:57:05).jpg,Verspreiding van Bassariscus astutus,Occurrence of Bassariscus astutus,IUCN (International Union for Conservation of Nature) 2008. Bassariscus astutus. The IUCN Red List of Threatened Species. Version 2020-1
Belone belone,http://145.136.242.65:8090/iucn_maps/Belone_belone_2019-10-08_09-03-39_print--trimmed--(2020-07-09--13:57:05).jpg,Verspreiding van Belone belone,Occurrence of Belone belone,International Union for Conservation of Nature 2015. Belone belone. The IUCN Red List of Threatened Species. Version 2020-1
Betta splendens,http://145.136.242.65:8090/iucn_maps/Betta_splendens_2019-10-08_09-03-57_print--trimmed--(2020-07-09--13:57:05).jpg,Verspreiding van Betta splendens,Occurrence of Betta splendens,"Indo-Burma freshwater assessment, IUCN 2011. Betta splendens. The IUCN Red List of Threatened Species. Version 2020-1"
Bison bison,http://145.136.242.65:8090/iucn_maps/Bison_bison_2019-10-08_09-04-04_print--trimmed--(2020-07-09--13:57:05).jpg,Verspreiding van Bison bison,Occurrence of Bison bison,IUCN (International Union for Conservation of Nature) 2017. Bison bison. The IUCN Red List of Threatened Species. Version 2020-1
Bison bonasus,http://145.136.242.65:8090/iucn_maps/Bison_bonasus_2019-10-08_09-04-09_print--trimmed--(2020-07-09--13:57:05).jpg,Verspreiding van Bison bonasus,Occurrence of Bison bonasus,IUCN (International Union for Conservation of Nature) 2008. Bison bonasus. The IUCN Red List of Threatened Species. Version 2020-1
Boselaphus tragocamelus,http://145.136.242.65:8090/iucn_maps/Boselaphus_tragocamelus_2019-10-08_09-04-41_print--trimmed--(2020-07-09--13:57:05).jpg,Verspreiding van Boselaphus tragocamelus,Occurrence of Boselaphus tragocamelus,IUCN (International Union for Conservation of Nature) 2008. Boselaphus tragocamelus. The IUCN Red List of Threatened Species. Version 2020-1
Bos javanicus,http://145.136.242.65:8090/iucn_maps/Bos_javanicus_2019-10-08_09-04-32_print--trimmed--(2020-07-09--13:57:05).jpg,Verspreiding van Bos javanicus,Occurrence of Bos javanicus,IUCN (International Union for Conservation of Nature) 2016. Bos javanicus. The IUCN Red List of Threatened Species. Version 2020-1
Bradypus tridactylus,http://145.136.242.65:8090/iucn_maps/Bradypus_tridactylus_2019-10-08_09-04-50_print--trimmed--(2020-07-09--13:57:05).jpg,Verspreiding van Bradypus tridactylus,Occurrence of Bradypus tridactylus,IUCN (International Union for Conservation of Nature) 2014. Bradypus tridactylus. The IUCN Red List of Threatened Species. Version 2020-1
Branta sandvicensis,http://145.136.242.65:8090/iucn_maps/Branta_sandvicensis_2019-10-08_09-05-16_print--trimmed--(2020-07-09--13:57:05).jpg,Verspreiding van Branta sandvicensis,Occurrence of Branta sandvicensis,BirdLife International and Handbook of the Birds of the World (2016) 1999. Branta sandvicensis. The IUCN Red List of Threatened Species. Version 2020-1
Bubalus depressicornis,http://145.136.242.65:8090/iucn_maps/Bubalus_depressicornis_2019-10-08_09-05-22_print--trimmed--(2020-07-09--13:57:05).jpg,Verspreiding van Bubalus depressicornis,Occurrence of Bubalus depressicornis,IUCN (International Union for Conservation of Nature) 2016. Bubalus depressicornis. The IUCN Red List of Threatened Species. Version 2020-1
Bubo lacteus,http://145.136.242.65:8090/iucn_maps/Bubo_lacteus_2019-10-08_09-05-32_print--trimmed--(2020-07-09--13:57:05).jpg,Verspreiding van Bubo lacteus,Occurrence of Bubo lacteus,BirdLife International and Handbook of the Birds of the World (2016) 2013. Bubo lacteus. The IUCN Red List of Threatened Species. Version 2020-1
Buceros hydrocorax,http://145.136.242.65:8090/iucn_maps/Buceros_hydrocorax_2019-10-08_09-05-42_print--trimmed--(2020-07-09--13:57:05).jpg,Verspreiding van Buceros hydrocorax,Occurrence of Buceros hydrocorax,BirdLife International and Handbook of the Birds of the World (2016) 2012. Buceros hydrocorax. The IUCN Red List of Threatened Species. Version 2020-1
Bucorvus leadbeateri,http://145.136.242.65:8090/iucn_maps/Bucorvus_leadbeateri_2019-10-08_09-05-47_print--trimmed--(2020-07-09--13:57:05).jpg,Verspreiding van Bucorvus leadbeateri,Occurrence of Bucorvus leadbeateri,BirdLife International and Handbook of the Birds of the World (2016) 2013. Bucorvus leadbeateri. The IUCN Red List of Threatened Species. Version 2020-1
Buteo buteo,http://145.136.242.65:8090/iucn_maps/Buteo_buteo_2019-10-08_09-05-58_print--trimmed--(2020-07-09--13:57:05).jpg,Verspreiding van Buteo buteo,Occurrence of Buteo buteo,BirdLife International and Handbook of the Birds of the World (2016) 2014. Buteo buteo. The IUCN Red List of Threatened Species. Version 2020-1
Cacajao melanocephalus,http://145.136.242.65:8090/iucn_maps/Cacajao_melanocephalus_2019-10-08_09-06-03_print--trimmed--(2020-07-09--13:57:05).jpg,Verspreiding van Cacajao melanocephalus,Occurrence of Cacajao melanocephalus,IUCN (International Union for Conservation of Nature) 2018. Cacajao melanocephalus. The IUCN Red List of Threatened Species. Version 2020-1
Cacatua haematuropygia,http://145.136.242.65:8090/iucn_maps/Cacatua_haematuropygia_2019-10-08_09-06-08_print--trimmed--(2020-07-09--13:57:05).jpg,Verspreiding van Cacatua haematuropygia,Occurrence of Cacatua haematuropygia,BirdLife International and Handbook of the Birds of the World (2016) 2014. Cacatua haematuropygia. The IUCN Red List of Threatened Species. Version 2020-1
Cacicus haemorrhous,http://145.136.242.65:8090/iucn_maps/Cacicus_haemorrhous_2019-10-08_09-06-13_print--trimmed--(2020-07-09--13:57:05).jpg,Verspreiding van Cacicus haemorrhous,Occurrence of Cacicus haemorrhous,BirdLife International and Handbook of the Birds of the World (2016) 2002. Cacicus haemorrhous. The IUCN Red List of Threatened Species. Version 2020-1
Caiman crocodilus,http://145.136.242.65:8090/iucn_maps/Caiman_crocodilus_2019-10-08_09-06-17_print--trimmed--(2020-07-09--13:57:05).jpg,Verspreiding van Caiman crocodilus,Occurrence of Caiman crocodilus,Balaguera-Reina S.A. and Velasco A. - CSG/IUCN 2018. Caiman crocodilus. The IUCN Red List of Threatened Species. Version 2020-1
Caiman yacare,http://145.136.242.65:8090/iucn_maps/Caiman_yacare_2019-10-08_09-06-23_print--trimmed--(2020-07-09--13:57:05).jpg,Verspreiding van Caiman yacare,Occurrence of Caiman yacare,IUCN (International Union for Conservation of Nature) 2014. Caiman yacare. The IUCN Red List of Threatened Species. Version 2020-1
Calidris alba,http://145.136.242.65:8090/iucn_maps/Calidris_alba_2019-10-08_09-06-27_print--trimmed--(2020-07-09--13:57:05).jpg,Verspreiding van Calidris alba,Occurrence of Calidris alba,BirdLife International and Handbook of the Birds of the World (2016) 2013. Calidris alba. The IUCN Red List of Threatened Species. Version 2020-1
Calidris alpina,http://145.136.242.65:8090/iucn_maps/Calidris_alpina_2019-10-08_09-06-32_print--trimmed--(2020-07-09--13:57:05).jpg,Verspreiding van Calidris alpina,Occurrence of Calidris alpina,BirdLife International and Handbook of the Birds of the World (2019) 2019. Calidris alpina. The IUCN Red List of Threatened Species. Version 2020-1
Callionymus lyra,http://145.136.242.65:8090/iucn_maps/Callionymus_lyra_2019-10-08_09-06-37_print--trimmed--(2020-07-09--13:57:05).jpg,Verspreiding van Callionymus lyra,Occurrence of Callionymus lyra,International Union for Conservation of Nature 2015. Callionymus lyra. The IUCN Red List of Threatened Species. Version 2020-1
Callonetta leucophrys,http://145.136.242.65:8090/iucn_maps/Callonetta_leucophrys_2019-10-08_09-06-42_print--trimmed--(2020-07-09--13:57:05).jpg,Verspreiding van Callonetta leucophrys,Occurrence of Callonetta leucophrys,BirdLife International and Handbook of the Birds of the World (2016) 2002. Callonetta leucophrys. The IUCN Red List of Threatened Species. Version 2020-1
Callosciurus prevostii,http://145.136.242.65:8090/iucn_maps/Callosciurus_prevostii_2019-10-16_13-32-05_print--trimmed--(2020-07-09--13:57:05).jpg,Verspreiding van Callosciurus prevostii,Occurrence of Callosciurus prevostii,IUCN (International Union for Conservation of Nature) 2008. Callosciurus prevostii. The IUCN Red List of Threatened Species. Version 2020-1
Capra ibex,http://145.136.242.65:8090/iucn_maps/Capra_ibex_2019-10-16_13-32-26_print--trimmed--(2020-07-09--13:57:05).jpg,Verspreiding van Capra ibex,Occurrence of Capra ibex,IUCN (International Union for Conservation of Nature) 2008. Capra ibex. The IUCN Red List of Threatened Species. Version 2020-1
Capreolus capreolus,http://145.136.242.65:8090/iucn_maps/Capreolus_capreolus_2019-10-16_13-32-31_print--trimmed--(2020-07-09--13:57:05).jpg,Verspreiding van Capreolus capreolus,Occurrence of Capreolus capreolus,IUCN (International Union for Conservation of Nature) 2016. Capreolus capreolus. The IUCN Red List of Threatened Species. Version 2020-1
Caracal caracal,http://145.136.242.65:8090/iucn_maps/Caracal_caracal_2019-10-16_13-32-36_print--trimmed--(2020-07-09--13:57:05).jpg,Verspreiding van Caracal caracal,Occurrence of Caracal caracal,IUCN (International Union for Conservation of Nature) 2016. Caracal caracal. The IUCN Red List of Threatened Species. Version 2020-1
Caracara plancus,http://145.136.242.65:8090/iucn_maps/Caracara_plancus_2019-10-16_13-32-40_print--trimmed--(2020-07-09--13:57:05).jpg,Verspreiding van Caracara plancus,Occurrence of Caracara plancus,BirdLife International and Handbook of the Birds of the World (2016) 2014. Caracara plancus. The IUCN Red List of Threatened Species. Version 2020-1
Carcharodon carcharias,http://145.136.242.65:8090/iucn_maps/Carcharodon_carcharias_2019-10-16_13-32-44_print--trimmed--(2020-07-09--13:57:05).jpg,Verspreiding van Carcharodon carcharias,Occurrence of Carcharodon carcharias,IUCN SSC Shark Specialist Group 2018. Carcharodon carcharias. The IUCN Red List of Threatened Species. Version 2020-1
